FileName,FileSize,ModificationDate,Duration,Resolution,FrameRate,Format,Class
Airplane_Não classificados_59.mp4,1020320,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_60.mp4,1016883,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_61.mp4,967508,2024-07-26 12:43:04,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_62.mp4,1058374,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_63.mp4,1041655,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_64.mp4,1031725,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_65.mp4,1017200,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_66.mp4,977143,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_67.mp4,1000426,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_68.mp4,979279,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_69.mp4,981332,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_70.mp4,1103642,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_71.mp4,969671,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_72.mp4,938790,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_73.mp4,963147,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_74.mp4,948608,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_75.mp4,957241,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_76.mp4,965514,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_77.mp4,950482,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_78.mp4,1008061,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_79.mp4,1009151,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_80.mp4,1024813,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_81.mp4,1052705,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_82.mp4,1005811,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_83.mp4,1003004,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_84.mp4,1013096,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_85.mp4,626303,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_86.mp4,564297,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_87.mp4,553545,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_88.mp4,808122,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_89.mp4,1392079,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_90.mp4,733219,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_91.mp4,486205,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_92.mp4,481557,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_93.mp4,464035,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_94.mp4,450251,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_95.mp4,452032,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_96.mp4,463202,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_97.mp4,516460,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_98.mp4,521188,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_99.mp4,500375,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_100.mp4,454690,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_101.mp4,500116,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_102.mp4,502746,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_103.mp4,512120,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_104.mp4,499762,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_105.mp4,453285,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_106.mp4,441730,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_107.mp4,435882,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_108.mp4,430127,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_109.mp4,429176,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_110.mp4,453638,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_111.mp4,554882,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_112.mp4,458922,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_113.mp4,441900,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_114.mp4,786709,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_115.mp4,874992,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_116.mp4,835175,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_117.mp4,442120,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_118.mp4,619738,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_119.mp4,442295,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_120.mp4,428124,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_121.mp4,427379,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_122.mp4,442607,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_123.mp4,439452,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_124.mp4,445596,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_125.mp4,444231,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_126.mp4,440569,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_127.mp4,968565,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_128.mp4,764403,2024-07-26 12:43:10,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_129.mp4,2783908,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_130.mp4,2518962,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_131.mp4,2468467,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_132.mp4,2279797,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_133.mp4,2246308,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_134.mp4,2232896,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_135.mp4,2124868,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_136.mp4,2094628,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_137.mp4,2130431,2024-07-26 12:43:09,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_138.mp4,1858512,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_139.mp4,2242455,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_140.mp4,2261222,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_141.mp4,2280142,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_142.mp4,2296883,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_143.mp4,2273225,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_144.mp4,1800172,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_145.mp4,1883252,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_146.mp4,1900776,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_147.mp4,1529057,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_148.mp4,1541734,2024-07-26 12:43:08,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_149.mp4,2013266,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_150.mp4,2044240,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_151.mp4,2036755,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_152.mp4,1911374,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_153.mp4,1926538,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_154.mp4,2070371,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_155.mp4,1882091,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_156.mp4,1824611,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_157.mp4,1853652,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_158.mp4,1800414,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_159.mp4,1892798,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_160.mp4,1896556,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_161.mp4,1990195,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_162.mp4,1904309,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_163.mp4,1868257,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_164.mp4,1890296,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_165.mp4,1989612,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_166.mp4,2020925,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_167.mp4,2184868,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_168.mp4,2158607,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_169.mp4,2154680,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_170.mp4,2197364,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_171.mp4,2209968,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_172.mp4,1729334,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_173.mp4,1668564,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_174.mp4,1661116,2024-07-26 12:43:07,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_175.mp4,1690747,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_176.mp4,1707728,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_177.mp4,1684957,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_178.mp4,1682117,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_179.mp4,1767946,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_180.mp4,1639624,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_181.mp4,1553817,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_182.mp4,1558600,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_183.mp4,1470211,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_184.mp4,1457497,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_185.mp4,1508981,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_186.mp4,1606101,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_187.mp4,1556202,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_188.mp4,1471789,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_189.mp4,1480244,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_190.mp4,1465973,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_191.mp4,1495007,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_192.mp4,1517648,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_193.mp4,1497419,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_194.mp4,1489991,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_195.mp4,1560802,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_196.mp4,1631471,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_197.mp4,1641960,2024-07-26 12:43:06,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_198.mp4,1624228,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_199.mp4,1615914,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_200.mp4,1641784,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_201.mp4,1611417,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_202.mp4,1337080,2024-07-26 12:43:02,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_203.mp4,1326899,2024-07-26 12:43:02,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_204.mp4,1304104,2024-07-26 12:43:02,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_205.mp4,1313791,2024-07-26 12:43:02,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_206.mp4,1702386,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_207.mp4,1306615,2024-07-26 12:43:02,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_208.mp4,1313645,2024-07-26 12:43:02,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_209.mp4,1305932,2024-07-26 12:43:02,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_210.mp4,1680810,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_211.mp4,1173964,2024-07-26 12:43:02,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_212.mp4,1176794,2024-07-26 12:43:02,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_213.mp4,1251860,2024-07-26 12:43:02,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_214.mp4,1681561,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_215.mp4,1618393,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_216.mp4,1589784,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_217.mp4,1451653,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
Airplane_Não classificados_218.mp4,1422735,2024-07-26 12:43:03,0,unknown,0,unknown,Airplane_Não classificados
